Gridpoint,2019-01-13 20:00:00
486,-0.008975690124196268
487,-0.008891540347365084
488,-0.008810078200753685
489,-0.008735061169644879
490,-0.00867055107718063
491,-0.008620892706550188
492,-0.008574822761206658
493,-0.008379465209192024
494,-0.00798336631956428
495,-0.007385630005382771
496,-0.006592378709422624
497,-0.0056098402001188204
498,-0.0044442856984731405
499,-0.0031021276069521046
500,-0.0015898265349357766
501,8.597402220529354e-05
502,0.0019185705722401343
503,0.003901051884188429
504,0.006026356292078972
505,0.008287200843700007
506,0.010676158923910637
507,0.013185479493477502
508,0.015807146678642355
509,0.018532816332956087
510,0.021353766811923334
511,0.02426084258302501
512,0.027244389950132286
513,0.030294176137258322
514,0.033399308462941306
515,0.03654812811131136
516,0.03972809651983049
517,0.04292565664953262
518,0.046126095660220655
519,0.049313405421171144
520,0.05246996647476932
521,0.055576589243755935
522,0.05861221456590068
523,0.06155366752168037
524,0.06437576196850771
525,0.06705118135250857
526,0.06955052608391925
527,0.07184286326326024
528,0.07389613330654925
529,0.07567819197616404
530,0.07715813801665233
531,0.07830779064830501
532,0.07910359485537276
533,0.07952823988105809
534,0.07957216566966081
535,0.07923436964262609
536,0.07852249724927207
537,0.07745216969888243
538,0.07604568160070971
539,0.0743302911691378
540,0.07233644592434663
541,0.07009612701182635
542,0.06764148265656272
543,0.06500381014237913
544,0.0622128607852988
545,0.05929646002887667
546,0.05628032330210558
547,0.05318799739707665
548,0.050041096276638095
549,0.04685922492627863
550,0.04366030351095875
551,0.04046066690636857
552,0.03727538938822032
553,0.03411824674219833
554,0.031001964226748863
555,0.027938460655055383
556,0.02493872938718783
557,0.022013210874519663
558,0.019171622427521018
559,0.016423258729356932
560,0.013776965861622454
561,0.011241112338150486
562,0.00882381578590132
563,0.006532889867812711
564,0.004375817527210616
565,0.002359928622383521
566,0.0004923280365197891
567,-0.0012200530863991977
568,-0.002770423951581805
569,-0.004152180270164128
570,-0.005358786747043803
571,-0.006383833613740888
572,-0.007221006792327102
573,-0.007864077516208538
574,-0.00830689698913196
575,-0.00854337106824364
576,-0.008583722708620982
577,-0.008583722708620982
578,-0.008583722708620982
579,-0.008583722708620982
580,-0.008583722708620982
581,-0.008583722708620982
582,-0.008583722708620982
583,-0.008583722708620982
584,-0.008583722708620982
585,-0.008583722708620982
586,-0.008583722708620982
587,-0.008583722708620982
588,-0.008583722708620982
589,-0.008583722708620982
590,-0.008583722708620982
591,-0.008583722708620982
592,-0.008583722708620982
593,-0.008583722708620982
594,-0.008583722708620982
595,-0.008583722708620982
596,-0.008583722708620982
597,-0.008583722708620982
598,-0.008583722708620982
599,-0.008583722708620982
600,-0.008583722708620982
601,-0.008583722708620982
602,-0.008583722708620982
603,-0.008583722708620982
604,-0.008583722708620982
605,-0.008583722708620982
606,-0.008583722708620982
607,-0.008583722708620982
608,-0.008583722708620982
609,-0.008583722708620982
610,-0.008583722708620982
611,-0.008583722708620982
612,-0.008583722708620982
613,-0.008583722708620982
614,-0.008583722708620982
615,-0.008583722708620982
616,-0.008583722708620982
617,-0.008583722708620982
618,-0.008583722708620982
619,-0.008583722708620982
620,-0.008583722708620982
621,-0.008583722708620982
622,-0.008583722708620982
623,-0.008583722708620982
624,-0.008583722708620982
625,-0.008583722708620982
626,-0.008583722708620982
627,-0.008583722708620982
628,-0.008583722708620982
629,-0.008583722708620982
630,-0.008583722708620982
631,-0.008583722708620982
632,-0.008583722708620982
633,-0.008583722708620982
634,-0.008583722708620982
635,-0.008583722708620982
636,-0.008583722708620982
637,-0.008583722708620982
638,-0.008583722708620982
639,-0.008583722708620982
640,-0.008583722708620982
641,-0.008583722708620982
642,-0.008583722708620982
643,-0.008583722708620982
644,-0.00857674646385197
645,-0.008547781721338778
646,-0.00850071425533116
647,-0.008439058000317051
648,-0.008365638235639586
649,-0.008283213252433403
650,-0.008194461059749065
651,-0.008101967603535452
652,-0.008008215814195108
653,-0.007915568635650943
654,-0.007826263406081224
655,-0.007742395015618693
656,-0.007665905062574117
657,-0.007598569231422945
658,-0.0075419914439724
659,-0.007497586650030063
660,-0.007480549407979774
661,-0.007510562126289505
662,-0.007583174625816239
663,-0.007692888046680168
664,-0.007833261138895405
665,-0.007998834133326627
666,-0.008184152273610808
667,-0.008383782054545624
668,-0.008592334948391596
669,-0.008804488836729595
670,-0.009015034263149002
671,-0.009218885232839725
672,-0.009411127688025139
673,-0.009587030067505085
674,-0.009742079913556221
675,-0.009872011003934974
676,-0.009972817694216395
677,-0.010040779776739683
678,-0.010072478615179584
679,-0.010064812940922884
680,-0.010015564784847612
681,-0.009940379964813987
682,-0.009848648136588454
683,-0.009742453141255575
684,-0.009624281631176953
685,-0.009497008631227558
686,-0.009363878830103506
687,-0.009228489850057411
688,-0.009094776466621709
689,-0.0089669808999739
690,-0.008849639538573676
691,-0.008699529871523944
692,-0.008367107083519225
693,-0.007851213929152619
694,-0.00716330952431249
695,-0.006302672897690029
696,-0.005251898468452616
697,-0.004016360042467755
698,-0.0026023521635570187
699,-0.0010162044275852868
700,0.0007355989626467853
701,0.002646446347464535
702,0.0047096539219548044
703,0.006918316394713601
704,0.009265345592117825
705,0.011743526310117724
706,0.014345333483664693
707,0.01706299598190473
708,0.01988843165215892
709,0.02281320190994403
710,0.02582841492959205
711,0.0289247986681715
712,0.032092417507165176
713,0.035320751767426425
714,0.038598403471258855
715,0.04191319412999736
716,0.04525186519203993
717,0.04859994393817984
718,0.05194153845933723
719,0.055259164679238554
720,0.05853333994571311
721,0.06174255705082486
722,0.06486288812730562
723,0.06786782253106494
724,0.0707279970796714
725,0.07341143065639232
726,0.07588349689519848
727,0.0781077391303311
728,0.08004665868764603
729,0.08166345112116125
730,0.08292387916627837
731,0.08379876333077223
732,0.08426643948129771
733,0.08431479666288268
734,0.08394255994922359
735,0.08315942613498568
736,0.08198503699732104
737,0.08044705611723216
738,0.07857876841528251
739,0.07641661276382426
740,0.07399805475578869
741,0.07135993006761263
742,0.06853731576422314
743,0.0655628670198263
744,0.06246651675347526
745,0.05927543243457772
746,0.05601412309801541
747,0.05270466049448553
748,0.0493668832025412
749,0.04601879647613875
750,0.042676605906077136
751,0.03935509556449073
752,0.036067749301837274
753,0.03282707883194964
754,0.029644531863844966
755,0.02653089971246663
756,0.023496158261733652
757,0.020549835740779038
758,0.017700828912680062
759,0.014957731052973234
760,0.012328642079756388
761,0.009821429196322597
762,0.00744367857127908
763,0.005202656363390125
764,0.003105495182526513
765,0.0011591192273489289
766,-0.0006296916491152884
767,-0.002254357232979619
768,-0.0037083606375798582
769,-0.004985316908710338
770,-0.006078937944257009
771,-0.00698302194356237
772,-0.007691443814855906
773,-0.00819814680409297
774,-0.008497135172228288
775,-0.008583722708620982
776,-0.008583722708620982
777,-0.008583722708620982
778,-0.008583722708620982
779,-0.008583722708620982
780,-0.008583722708620982
781,-0.008583722708620982
782,-0.008583722708620982
783,-0.008583722708620982
784,-0.008583722708620982
785,-0.008583722708620982
786,-0.008583722708620982
787,-0.008583722708620982
788,-0.008583722708620982
789,-0.008583722708620982
790,-0.008583722708620982
791,-0.008583722708620982
792,-0.008583722708620982
793,-0.008583722708620982
794,-0.008583722708620982
795,-0.008583722708620982
796,-0.008583722708620982
797,-0.008583722708620982
798,-0.008583722708620982
799,-0.008583722708620982
800,-0.008583722708620982
801,-0.008583722708620982
802,-0.008583722708620982
803,-0.008583722708620982
804,-0.008583722708620982
805,-0.008583722708620982
806,-0.008583722708620982
807,-0.008583722708620982
808,-0.008583722708620982
809,-0.008583722708620982
810,-0.008583722708620982
811,-0.008583722708620982
812,-0.008583722708620982
813,-0.008583722708620982
814,-0.008583722708620982
815,-0.008583722708620982
816,-0.008583722708620982
817,-0.008583722708620982
818,-0.008583722708620982
819,-0.008583722708620982
820,-0.008583722708620982
821,-0.008583722708620982
822,-0.008583722708620982
823,-0.008583722708620982
824,-0.008583722708620982
825,-0.008583722708620982
826,-0.008583722708620982
827,-0.008583722708620982
828,-0.008583722708620982
829,-0.008583722708620982
830,-0.008583722708620982
831,-0.008583722708620982
832,-0.008583722708620982
833,-0.008583722708620982
834,-0.008583722708620982
835,-0.008583722708620982
836,-0.008583722708620982
837,-0.008583722708620982
838,-0.008583722708620982
839,-0.008583722708620982
840,-0.008583789692695049
841,-0.008576942530468503
842,-0.008545365915932641
843,-0.008491402738633243
844,-0.008418124585348666
845,-0.008328570359089633
846,-0.008225731284756942
847,-0.008112547505036921
848,-0.007991892517209958
849,-0.007866557635499446
850,-0.007739245822319208
851,-0.007612554460107419
852,-0.007488962088971288
853,-0.007370815302741458
854,-0.00726031366727509
855,-0.007159498608325824
856,-0.0070702388510191444
857,-0.007017042358553662
858,-0.0070200083539992105
859,-0.007074328850415572
860,-0.007175138046191967
861,-0.007317529176511733
862,-0.007496563269915547
863,-0.007707299264551742
864,-0.007944809139500195
865,-0.008204206976988723
866,-0.00847897945134363
867,-0.008761258327866006
868,-0.00904542938956799
869,-0.009326022848129271
870,-0.009597694415527441
871,-0.009855283101316207
872,-0.010093817891926416
873,-0.01030857152623085
874,-0.010495066298870065
875,-0.010649111315678713
876,-0.010766827670124749
877,-0.010844654346443178
878,-0.010879372196313564
879,-0.01086811527986217
880,-0.010808374657427178
881,-0.010698507171485213
882,-0.010558222931634002
883,-0.010400448691903347
884,-0.010228205483149665
885,-0.010044901186440941
886,-0.009854310193346693
887,-0.009660551725770128
888,-0.009468067623391677
889,-0.009281597144004908
890,-0.009013242017746758
891,-0.008545690431624483
892,-0.007889567509605868
893,-0.007056469372390012
894,-0.006058215834150799
895,-0.004906881251710286
896,-0.003603624174608416
897,-0.002122615362106693
898,-0.00046752346986715263
899,0.0013552890819751302
900,0.00333942959804523
901,0.005478322513408171
902,0.007765243133734548
903,0.01019338468163794
904,0.012755679175082572
905,0.015444836812115918
906,0.018253414472001166
907,0.02117359019187357
908,0.024197237191660757
909,0.027315841511503885
910,0.030520429712062726
911,0.03380149272510356
912,0.03714888954538983
913,0.040551733021630405
914,0.04399825322993475
915,0.047475634344891854
916,0.05096982232055336
917,0.05446528911532106
918,0.05794481577029778
919,0.061389013559314295
920,0.06477623062850817
921,0.068082008309247
922,0.0712788021626706
923,0.0743354959525272
924,0.07721745332892933
925,0.07988628079531164
926,0.08230047158251669
927,0.08441630812444521
928,0.08618956930476963
929,0.08757817881044697
930,0.08854549395408463
931,0.08906376467029893
932,0.08911734240650304
933,0.08870456849516545
934,0.0878380055278836
935,0.08654288843642194
936,0.08485411654979828
937,0.0828128449369408
938,0.08046303146408051
939,0.07784870535190554
940,0.07501202357546917
941,0.07199210922812155
942,0.06882451117781382
943,0.06554109797965899
944,0.06217022054867689
945,0.05873701861830138
946,0.0552637865125422
947,0.05177030993179039
948,0.04827436312857956
949,0.044791809346461646
950,0.041337016052860484
951,0.03792303089266358
952,0.03456192005182988
953,0.03126472518939514
954,0.028041711157891603
955,0.024902593725283508
956,0.02185639217135794
957,0.01891178776256438
958,0.016076925938292838
959,0.013359733150676293
960,0.010767716814924236
961,0.00830821898286156
962,0.005988355572296456
963,0.0038149732018940338
964,0.0017948320205135532
965,-6.548148856576688e-05
966,-0.0017595057027683025
967,-0.0032808762495417573
968,-0.0046233744205778585
969,-0.005780817560130042
970,-0.006747116620702999
971,-0.007516250152668746
972,-0.008082256769083232
973,-0.008439228578555759
974,-0.008581305446637887
975,-0.008583722708620982
976,-0.008583722708620982
977,-0.008583722708620982
978,-0.008583722708620982
979,-0.008583722708620982
980,-0.008583722708620982
981,-0.008583722708620982
982,-0.008583722708620982
983,-0.008583722708620982
984,-0.008583722708620982
985,-0.008583722708620982
986,-0.008583722708620982
987,-0.008583722708620982
988,-0.008583722708620982
989,-0.008583722708620982
990,-0.008583722708620982
991,-0.008583722708620982
992,-0.008583722708620982
993,-0.008583722708620982
994,-0.008583722708620982
995,-0.008583722708620982
996,-0.008583722708620982
997,-0.008583722708620982
998,-0.008583722708620982
999,-0.008583722708620982
1000,-0.008583722708620982
1001,-0.008583722708620982
1002,-0.008583722708620982
1003,-0.008583722708620982
1004,-0.008583722708620982
1005,-0.008583722708620982
1006,-0.008583722708620982
1007,-0.008583722708620982
1008,-0.008583722708620982
1009,-0.008583722708620982
1010,-0.008583722708620982
1011,-0.008583722708620982
1012,-0.008583722708620982
1013,-0.008583722708620982
1014,-0.008583722708620982
1015,-0.008583722708620982
1016,-0.008583722708620982
1017,-0.008583722708620982
1018,-0.008583722708620982
1019,-0.008583722708620982
1020,-0.008583722708620982
1021,-0.008583722708620982
1022,-0.008583722708620982
1023,-0.008583722708620982
1024,-0.008583722708620982
1025,-0.008583722708620982
1026,-0.008583722708620982
1027,-0.008583722708620982
1028,-0.008583722708620982
1029,-0.008583722708620982
1030,-0.008583722708620982
1031,-0.008583722708620982
1032,-0.008583722708620982
1033,-0.008583722708620982
1034,-0.008583722708620982
1035,-0.008583722708620982
1036,-0.008583758813359321
1037,-0.008587237336499071
1038,-0.008589437442486244
1039,-0.008563891709751296
1040,-0.00851050446722958
1041,-0.008432482119476063
1042,-0.008333023243603209
1043,-0.008215303017946733
1044,-0.00808247270140251
1045,-0.007937638307050273
1046,-0.007783859130415962
1047,-0.007624132199667994
1048,-0.007461370954787219
1049,-0.007298404828099504
1050,-0.007137954646200972
1051,-0.006982622247773423
1052,-0.006834872363025442
1053,-0.006697020234946142
1054,-0.0065920945836535445
1055,-0.006552073460753434
1056,-0.006572667862056238
1057,-0.006649005733773793
1058,-0.006776128594702259
1059,-0.0069490032939875344
1060,-0.0071625368228404596
1061,-0.0074115941723987555
1062,-0.0076910226523221985
1063,-0.007995662601929512
1064,-0.008320392459188513
1065,-0.008660149520967953
1066,-0.00900994722138512
1067,-0.009364930021607201
1068,-0.009717422072641816
1069,-0.010058707831048723
1070,-0.010383353054150085
1071,-0.010686131536988082
1072,-0.010962065998341737
1073,-0.011206467969852855
1074,-0.01141494364864556
1075,-0.011583432774492315
1076,-0.01170823209644217
1077,-0.011785996836956816
1078,-0.011813766361016043
1079,-0.011788964045504481
1080,-0.011709407612568076
1081,-0.011573300351844059
1082,-0.01138194254554879
1083,-0.01116355340243445
1084,-0.010928796181217858
1085,-0.010681636019467505
1086,-0.010426392393910668
1087,-0.010167724565725646
1088,-0.009908077766738497
1089,-0.009513615468058272
1090,-0.008914055401215296
1091,-0.00812088477017168
1092,-0.007145861853125813
1093,-0.006000944487351224
1094,-0.004698291315683091
1095,-0.0032502983183189888
1096,-0.0016693280114188722
1097,5.56368153690665e-05
1098,0.00195466454004154
1099,0.004020331376272026
1100,0.006244367132569198
1101,0.008618560971820599
1102,0.011134950186958866
1103,0.01378562428593825
1104,0.016562774642394765
1105,0.01945877238512634
1106,0.022465945033247024
1107,0.025576653239344313
1108,0.028783212880438024
1109,0.032077821508898
1110,0.035452480286503676
1111,0.038898891579070706
1112,0.04240834181818157
1113,0.04597154536724066
1114,0.049578468612529625
1115,0.053215486338047666
1116,0.05686277947819599
1117,0.06050340233763122
1118,0.06411848041292581
1119,0.06768659208734311
1120,0.07118310080531134
1121,0.07457986252069465
1122,0.07784448312939493
1123,0.08093991163796606
1124,0.08382398190169023
1125,0.08644977395128349
1126,0.08876616433467112
1127,0.09071994066408279
1128,0.09225873921532214
1129,0.0933356949102665
1130,0.09391448821237378
1131,0.09397432969795354
1132,0.09351300232314151
1133,0.09254725126450966
1134,0.0911102218947132
1135,0.08924683368634026
1136,0.08700861382820096
1137,0.08444894208675174
1138,0.08161959078427766
1139,0.07856858838758853
1140,0.07533917461754075
1141,0.07196956893349296
1142,0.06849319701852653
1143,0.06493916017203391
1144,0.06133279259492323
1145,0.05769621847681116
1146,0.054048864156410206
1147,0.05040790879326534
1148,0.04678866033129128
1149,0.04320484673908621
1150,0.03966903253149262
1151,0.03619259728225412
1152,0.03278604480946643
1153,0.029459250045413846
1154,0.026221323794950808
1155,0.023081006381192894
1156,0.020046491071644523
1157,0.01712560750979264
1158,0.01432593738524674
1159,0.011654789608967701
1160,0.009119156548666935
1161,0.006725949110327906
1162,0.004481798325628096
1163,0.0023932703687853216
1164,0.0004667766830126138
1165,-0.0012913650777450756
1166,-0.002874989772143599
1167,-0.004277959514091536
1168,-0.00549423011558611
1169,-0.006517824138906836
1170,-0.007342822153527875
1171,-0.007963355834763486
1172,-0.008373603206299112
1173,-0.008567782935490487
1174,-0.008583722708620982
