Date,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S70,S71,S72,S01
2019-01-13 20:00:00,-0.07329433012786168,-0.009738251772525075,-0.06575528813098597,0.11638708687166321,-0.050495249040588774,-0.15843119416586227,-0.08002379937596693,0.07122663913642135,-0.14685142879172908,-0.10752632577202093,-0.02521173046112324,0.09535993955471156,0.12492768687801004,-0.14729367458967246,-0.04086046798388665,0.16381409670785807,-0.031584663623899445,0.06006097542477207,-0.262170308683098,-0.23336558317778788,-0.42193865567049826,-0.13147231741411858,-0.12194226383620155,0.0521966766033195,0.011651962109684888,0.1305751094864469,-0.05538183705716193,0.22804739418561404,0.03485027075999092,0.005091551139736694,0.1435858289094174,0.11073181005697386,0.26096347549604637,-0.17511854741047017,-0.050187121300476534,-0.24237406384655813,0.06033295952974704,0.14276705289904612,-0.0874719491247582,0.07631936157694419,0.017106799128491446,0.21543587593521885,-0.09975741855823728,0.1288808493513809,0.031177611654031878,0.07743855509694875,0.19174455761271325,0.09585555794959788,0.01929963209579455,0.20905168322585155,0.21286105035709468,-0.017635351692074863,-0.18842954962961223,-0.008200311436045382,-0.004243379927649116,-0.01323728829696691,-0.06579852630637184,0.08134713308171548,,,,,,,,,,,,-0.05329830561109894
