Date,alt1mean,DISTANCE_C,FORET+EAU,GRANDECULTURE,VEGETATIONBASSE,Intercept
2019-01-13 20:00:00,-0.007884638212474981,-6.06553950576848e-05,-0.003259310261093504,-0.0008207202224681437,-0.0008794896571966217,11.27887397726201
