Date,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S70,S71,S72,S01
2019-01-13 20:00:00,9.238,9.238,7.268,9.41,9.238,9.064,9.04,9.361,9.015,8.767000000000001,9.163,9.139,9.015,9.015,9.015,9.312000000000001,8.817,9.064,8.866,8.792,8.668,8.469,8.717,8.916,8.717,9.312000000000001,8.145,9.262,8.99,8.841000000000003,9.113999999999999,9.213,9.163,8.817,8.742,8.045,8.841000000000003,6.763,8.543,9.064,9.213,9.336,7.519,8.792,9.213,9.287,9.089,8.593,8.668,9.435,9.287,9.064,8.742,7.895,7.67,8.866,8.519,7.4689999999999985,,,,,,,,,,,,9.287
