Date,alt1mean,DISTANCE_C,FORET+EAU,GRANDECULTURE,VEGETATIONBASSE
2019-01-13 20:00:00,-0.9263056522862182,-0.5866230018050426,-0.27581682809001723,-0.3197962813215678,-0.2365135238748602
