Date,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S70,S71,S72,S01
2019-01-13 20:00:00,-0.07831062944414136,-0.010356460662764633,-0.0779211214022526,-0.12299830779689813,-0.05374273594755685,-0.16724096620081141,-0.08429990004863797,-0.07471319406214327,-0.15262259121193722,-0.11125833724946865,-0.02598599058411466,-0.10398859238295444,-0.13542238867924183,-0.15953874406947577,-0.04373926578103138,-0.17089724680594998,-0.032816039349672366,-0.06190329754850055,-0.37641151489744473,-0.26416573039094615,-0.44341488162193876,-0.13745418452680092,-0.12593363511293987,-0.05404490046355548,-0.012857053871984547,-0.13465590633828306,-0.060224364567700306,-0.2437128347685551,-0.03602901352545551,-0.005278637452732937,-0.15471646295658914,-0.1424886058919057,-0.3548673039507868,-0.19130848414644497,-0.06105558523932508,-0.2891913658692431,-0.06603928539608717,-0.2689872304013292,-0.09120380326970867,-0.08759677487940465,-0.01844462901364885,-0.2427060645370478,-0.11629805851340258,-0.15288328064044876,-0.032858061463478805,-0.08136805565570349,-0.19766411428771669,-0.10143215027937558,-0.026529001369098637,-0.21585798968923164,-0.27855129262705525,-0.022235133663626172,-0.19533169124333938,-0.008837808765539634,-0.005333871806947776,-0.015892086086161328,-0.07484772331603828,-0.10306164801247686,,,,,,,,,,,,-0.05876858111660077
